algorithm,deadline_miss_ratio,delivered_utility,partial_coverage,recovery_latency,isl_traffic_bits,downlink_volume_bits,energy_joules,helper_utilization,objective,n_replicas_avg,realized_miss_ratio,realized_utility,realized_coverage,deadline_miss_ratio_std,delivered_utility_std,partial_coverage_std,recovery_latency_std,isl_traffic_bits_std,downlink_volume_bits_std,energy_joules_std,helper_utilization_std,objective_std,n_replicas_avg_std,realized_miss_ratio_std,realized_utility_std,realized_coverage_std
ORDI@backups=0,0.6990358828296891,26.84030446665536,0.30096411717031096,666.1077735281788,34538899.05911959,24202648.744299825,90.59958320909683,1.4300784230972083e-05,26.83939847082327,0.30096411717031096,0.7390643363863963,26.798183065718746,0.2609356636136036,0.10764674890297884,15.506931506275487,0.10764674890297884,237.76282066284338,22869633.525325075,10114759.347798342,37.62520352976732,5.9526208646376225e-06,15.506746973257899,0.10764674890297884,0.09378481066769172,15.474616367910945,0.09378481066769172
ORDI@backups=1,0.6990358828296891,28.391736319093983,0.30096411717031096,666.1076599913387,65462092.952225745,24202648.744299825,144.17308716297705,2.2851886544246382e-05,28.390294588222353,0.480530282854984,0.7231483793190412,28.37369866263823,0.2768516206809588,0.10764674890297884,16.47187152718175,0.10764674890297884,237.76290776486456,32271719.31095666,10114759.347798342,59.55598961319134,9.452733465619929e-06,16.471532701998896,0.1803123828748401,0.09907859246636477,16.44202452379657,0.09907859246636479
ORDI@backups=2,0.6990358828296891,28.43919350111895,0.30096411717031096,666.1076599913387,78999810.1145127,24202648.744299825,168.61793889006157,2.67507205539732e-05,28.43750732173005,0.5610357284333454,0.7219124796549165,28.48105296751664,0.2780875203450835,0.10764674890297884,16.484789559217955,0.10764674890297884,237.76290776486456,37795674.97491244,10114759.347798342,68.16870052604187,1.0817291970956211e-05,16.48443281916585,0.20835482695630544,0.09963368428697832,16.522563103676585,0.09963368428697832
ORDI@backups=3,0.6990358828296891,28.442635557616697,0.30096411717031096,666.1076599913387,84915077.0115402,24202648.744299825,179.12385523083793,2.8425626510091476e-05,28.44084431906439,0.5969137793650168,0.7219519689971672,28.478235313324927,0.27804803100283276,0.10764674890297884,16.485970778746758,0.10764674890297884,237.76290776486456,40670668.36023033,10114759.347798342,71.49325869449329,1.1346451414314413e-05,16.48561182506665,0.2228911472649757,0.09959839659117348,16.51810420726772,0.09959839659117346
