algorithm,deadline_miss_ratio,delivered_utility,partial_coverage,recovery_latency,isl_traffic_bits,downlink_volume_bits,energy_joules,helper_utilization,objective,n_replicas_avg,realized_miss_ratio,realized_utility,realized_coverage,deadline_miss_ratio_std,delivered_utility_std,partial_coverage_std,recovery_latency_std,isl_traffic_bits_std,downlink_volume_bits_std,energy_joules_std,helper_utilization_std,objective_std,n_replicas_avg_std,realized_miss_ratio_std,realized_utility_std,realized_coverage_std
ORDI_greedy,0.5920720415205709,22.660625278557387,0.4079279584794291,453.1294987898912,17479865.434638403,11368811.052622931,60.551670005858334,2.1447289750681507e-05,22.172519761857327,0.48720662507427215,0.6348828033486121,22.674960032272413,0.3651171966513878,0.20925380729480628,17.25735926413497,0.20925380729480628,286.5775281114142,15220908.221422693,10065853.137698045,46.012012941646795,1.502540634504537e-05,16.763441556562988,0.26887869862363994,0.18540469441742802,17.26202932415521,0.18540469441742805
ORDI_ILP,0.5920720415205709,23.04660065145791,0.4079279584794291,467.7138533567042,62536302.93054154,11368811.052622931,97.59258668478282,3.4168757854261255e-05,20.443541392257732,0.768799833999742,0.6268906678033975,22.202186713828663,0.3731093321966024,0.20925380729480628,17.488736356772083,0.20925380729480628,302.48322908312656,45088280.184471846,10065853.137698045,71.58166559544168,2.275067738778019e-05,16.011290393150958,0.4121938254935993,0.19270713076497287,16.95731256550117,0.19270713076497287
